date_id,AdGroupId,AdGroupName,site_name,exchange_name,campaign_advertiser,campaign_budget,campaign_id,campaign_name,keywordid,keyword_name,device_id,device_browser,match_type,keyword_quality_score,position,impressions,CTR,clicks,currency
1/6/14,6,Accessories,Google Search Network,Google Search,camp_1,7700,5,Landing Page,5,#NAME?,3,Tablets with full browsers,Broad,10,3,238744,2.75,6565,USD
